ID,CommentsAssociated,CommentsAssociatedLabel
771,"/** * Provides an XStream replacement for an object unless a call to {@link #write} is currently in progress. * As per JENKINS-45892 this may be used by any class which expects to be written at top level to an XML file * but which cannot safely be serialized as a nested object (for example, because it expects some {@code onLoad} hook): * implement a {@code writeReplace} method delegating to this method. * The replacement need not be {@link Serializable} since it is only necessary for use from XStream. * @param o an object ({@code this} from {@code writeReplace}) * @param replacement a supplier of a safely serializable replacement object with a {@code readResolve} method * @return {@code o}, if {@link #write} is being called on it, else the replacement * @since 2.74 */",0
22093,"/** * Performs a flatAggregate operation on a window grouped table. FlatAggregate takes a * TableAggregateFunction which returns multiple rows. Use a selection after flatAggregate. * * <p>Example: * * <pre>{@code * TableAggregateFunction tableAggFunc = new MyTableAggregateFunction(); * tableEnv.registerFunction(""tableAggFunc"", tableAggFunc); * windowGroupedTable *   .flatAggregate(""tableAggFunc(a, b) as (x, y, z)"") *   .select(""key, window.start, x, y, z"") * }</pre> * * @deprecated use {@link #flatAggregate(Expression)} */",1
412,"/** * Tries to register with the {@link com.google.crypto.tink.Registry} all instances of {@link * com.google.crypto.tink.Catalogue} needed to handle DeterministicAead key types supported in * Tink. * * <p>Because DeterministicAead key types depend on {@link com.google.crypto.tink.Mac} key types, * this method also registers all Mac catalogues. * * @deprecated use {@link #register} */",1
4720,// todo optimize me,1
26764,"/** * Extract the field mapping values from the field capabilities response * * @param response The {@link FieldCapabilitiesResponse} for the indices from which we want the field maps * @return A {@link Map} mapping ""field_name"" to the mapped type */[[SEP]]// TODO: overwrites types, requires resolve if types are mixed",1
26557,"// it's not possible to run it as @BeforeClass as clients aren't initialized then, so we need this little hack",1
4483,/** * Shallow tuple copy. * * @return A new Tuple with the same fields as this. */,0
3488,"/** * Polls the timestamp if required and returns whether it was updated. If {@code true}, the latest * timestamp is available via {@link #getTimestampSystemTimeUs()} and {@link * #getTimestampPositionFrames()}, and the caller should call {@link #acceptTimestamp()} if the * timestamp was valid, or {@link #rejectTimestamp()} otherwise. The values returned by {@link * #hasTimestamp()} and {@link #hasAdvancingTimestamp()} may be updated. * * @param systemTimeUs The current system time, in microseconds. * @return Whether the timestamp was updated. */[[SEP]]// audioTimestamp will be null if Util.SDK_INT < 19.[[SEP]]// We have an initial timestamp, but don't know if it's advancing yet.[[SEP]]// Drop the timestamp, as it was sampled before the last reset.[[SEP]]// We haven't received a timestamp for a while, so they probably aren't available for the// current audio route. Poll infrequently in case the route changes later.// TODO: Ideally we should listen for audio route changes in order to detect when a// timestamp becomes available again.[[SEP]]// The audio route may have changed, so reset polling.[[SEP]]// The audio route may have changed, so reset polling.[[SEP]]// Do nothing. If the caller accepts any new timestamp we'll reset polling.",1
1985,"/*     * (non-Javadoc)     * @see org.eclipse.draw2dl.Graphics#fillString(java.lang.String, int, int)     */[[SEP]]// Not implemented",1
24728,// verify,0
3299,"/** * Returns the OpenGL ES type of this Pixmap. Used as the eighth parameter to * {@link GL20#glTexImage2D(int, int, int, int, int, int, int, int, java.nio.Buffer)}. * @return one of GL_UNSIGNED_BYTE, GL_UNSIGNED_SHORT_5_6_5, GL_UNSIGNED_SHORT_4_4_4_4 */",0
3201,"/** * @deprecated Use {@link #onPlaybackStateChanged(EventTime, int)} and {@link *     #onPlayWhenReadyChanged(EventTime, boolean, int)} instead. */",1
5244,"/** * Execute the command <a href=""https://redis.io/commands/brpoplpush"">BRPOPLPUSH</a>. * Summary: Pop an element from a list, push it to another list and return it; or block until one is available * Group: list * Requires Redis 2.2.0 * * @param timeout the timeout, in seconds * @param source the source key * @param destination the detination key * @return the element being popped from source and pushed to destination. If timeout is reached, a Null reply is returned. * @deprecated See https://redis.io/commands/brpoplpush */",1
4793,"/** * Execute the command <a href=""https://redis.io/commands/georadiusbymember"">GEORADIUSBYMEMBER</a>. * Summary: Query a sorted set representing a geospatial index to fetch members matching a given maximum distance from a * member. * It also stores the results in a sorted set. * Group: geo * Requires Redis 3.2.0 * * @param key the key * @param member the member * @param distance the max distance * @param geoArgs the extra arguments of the {@code GEORADIUS} command * @return The number of items contained in the result written at the configured key. * @deprecated See https://redis.io/commands/georadiusbymember */",1
2278,"/** * Checks whether keep status can be toggled. * Normally it can, but if there is a complex reason (from subclasses) why this build must be kept, the toggle is meaningless. * @return true if {@link #doToggleLogKeep} and {@link #keepLog(boolean)} and {@link #keepLog()} are options * @since 1.510 */[[SEP]]// Definitely prevented.[[SEP]]// TODO may be that keepLog is on (perhaps toggler earlier) yet isKeepLog() would be true anyway.// In such a case this will incorrectly return true and logKeep.jelly will allow the toggle.// However at least then (after redirecting to the same page) the toggle button will correctly disappear.",1
1271,"// Sometimes rounding, especially around Days can throw localEpoch// to the ""before"" previous DST. When this happens we need to compensate for// tzOffset subtraction at the time of delivery of the timestamp to client",1
12566,"/*   * TODO(jlevy): Add factory methods taking an Enum class, instead of an   * iterable, to specify the allowed row keys and/or column keys. Note that   * custom serialization logic is needed to support different enum sizes during   * serialization and deserialization.   */[[SEP]]/** * Creates an {@code ArrayTable} with the mappings in the provided table. * * <p>If {@code table} includes a mapping with row key {@code r} and a separate mapping with * column key {@code c}, the returned table contains a mapping with row key {@code r} and column * key {@code c}. If that row key / column key pair in not in {@code table}, the pair maps to * {@code null} in the generated table. * * <p>The returned table allows subsequent {@code put} calls with the row keys in {@code * table.rowKeySet()} and the column keys in {@code table.columnKeySet()}. Calling {@link #put} * with other keys leads to an {@code IllegalArgumentException}. * * <p>The ordering of {@code table.rowKeySet()} and {@code table.columnKeySet()} determines the * row and column iteration ordering of the returned table. * * @throws NullPointerException if {@code table} has a null key */",1
